SL,NAME OF RETAIL OUTLET,LOCATION,DISTRICT,STATE,BANK
722,ANDOTRA BROTHERS KISAN SEWA KENDRA,"VILL BEHRIAN BAJURG PO FEROZPUR KALLAN,FEROZPUR KALLAN SUJANPUR",PATHANKOT,Punjab,SBI
723,MS GURJINDER FILLING STATION,"MAJITHA ROAD FATEHGARH CHURIAN,BATALA FATEHGARH CHURIAN",GURDASPUR,Punjab,SBI
724,PRITAM KISSAN SEWA KENDAR,"VILL DANYAL NATH DI KHUIROAD TEH BABA BAKALA,AMRITSAR",AMRITSAR,Punjab,SBI
725,M S VINAYAKA INTERNATIONAL,"VINAYAKA INTERNATIONAL KOHARA SAHNEWAL ROAD VPO JANDYALI,LUDHIANA",LUDHIANA,Punjab,SBI
726,CHAWLA FUEL STATION,"CHAWLA FUEL STATION BHATHA DHUA HAMBRAN LUDHIANA,LUDHIANA",LUDHIANA,Punjab,SBI
727,HARA FILLING STATION,"HARA FILLING STATION VILLAGE BHAGPUR KOHARA MACHIWARA ROAD,LUDHIANA",LUDHIANA,Punjab,SBI
728,JASSI FILLING STATION,"JASSI FILLING STATION VILLAGE NAUGAWAN,RAJPURA RAJPURA",PATIALA,Punjab,SBI
729,BHAI ROOP CHAND KISAN SEWA KENDRA,"DIDARE WALA ROAD VPO SMADHBHAI,SMADHBHAI MOGA",MOGA,Punjab,SBI
730,MAHARAJA KISSAN SEWA KEHNDRA,"OPP G V K THERMAL PLANT KAPURTHALA ROAD,HANSANWALA TARN TARAN TARN TARAN",TARN TARAN,Punjab,SBI
731,MIDHA FILLING STATION,"mahilpur to jaijon road bhullewal gujjraan bahowal hoshiarpur,HOSHIARPUR",HOSHIARPUR,Punjab,SBI
732,DHANJU FILLING STATION,"DHANJU FILLING STATION TALWANDI CHOUDRIAN RAOD,VIL MEWA SINGH WALA TEH SULTANPURLODHI",KAPURTHALA,Punjab,SBI
733,SOETA FILLING STATION,"SOETA FILLING STATION RAHON TO JADLA ROAD,VILLAGE USMANPUR NAWANSHAHAR","SHD BHAGATSINGH NGR",Punjab,SBI
735,RAJU KISSAN SEWA KENDAR,"VILLAGE AND POST OFFICE,DHAND TARN TARAN",AMRITSAR,Punjab,SBI
736,DASHMESH KISAN SEWA KENDRA,"DASHMESH KISAN SEWA KENDRA VILL SARAI TALWANDI PO ALLOWAL TEHSIL KHADOOR SAHIBDISTT TARN TARAN,TARN TARAN",TARN TARAN,Punjab,SBI
737,R D FILLING STATION,"R D FILLING STATION VILL BIRBANSIAN TEHSIL PHILLAUR,JALANDHAR",JALANDHAR,Punjab,SBI
738,M s GHAI COMPANY,"VILL KHATTANA TEH ANANDPUR SAHIB COLLEGEROAD ROPAR,ROPAR",RUPNAGAR,Punjab,SBI
739,DASHMSHPITTA FILLING STATION,"VILLAGE JHOKE MORHE POST OFFICE JHOKE TEHAL SINGH,NEAR CANAL FEROZEPUR",FIROZPUR,Punjab,SBI
740,BHULLAR FILLING STAION,"BHULLAR FILLING STATION VPO BAM VPO BAM TEHSIL MAL,MUKTSAR ROAD BAM",MUKTSAR,Punjab,SBI
741,BALAJI KISAN SEWA KENDRA,"THRIE WAL PO MARAHI KALAN,MARAHI KALAN AMRITSAR",AMRITSAR,Punjab,SBI
742,RAJA KISSAN SEWA KENDRA,"RAJA KISSAN SEWA KENDRA VPO PANDORI WARAICH,MAJITHA ROAD BYE PASS AMRITSAR",AMRITSAR,Punjab,SBI
743,SWASTIK FILLING STATION,"VPO BOHAN, DISTT HOSHIARPUR,HOSHIARPUR",HOSHIARPUR,Punjab,SBI
744,GURU ANGAD PETRO,"GURU ANGAD PETROL PUMP FAZILKA ROAD MALOUT,DIST MUKTSAR MALOUT",MUKTSAR,Punjab,SBI
745,JAND KISSAN SEWA KENDER,"JAND KISSAN SEWA KENDER VILL JAND PO CHHANGLA,TEH DASUYA DISTT HOSHIARPURHOSHIARPUR",HOSHIARPUR,Punjab,SBI
746,MS PRABH FILLING STATION,"MS PRABH FILLING STATIONVILLAGE DATEWAS,TEH BUDHLADABUDHLADA",MANSA,Punjab,SBI
747,BHAGIRATH KISSAN SEWA KENDRA,"BHAGIRATH KISSAN SEWA KENDRAIOCL PETROL PUMP,VPO LOPON BADNI ROADTEH NIHALSINGHWALA",MOGA,Punjab,SBI
748,MS DHAM INDIAN OIL,"VILL DHAM PO SUBHANPUR,VILL DHAM DT KAPURTHALA",KAPURTHALA,Punjab,SBI
749,MS NANDI KISSAN SEWA KENDRA-269451,"MS NANDI KISSAN SEWA KENDRAJAWAHER KE,MANSAMANSA",MANSA,Punjab,SBI
750,M/S JAI MATA NAINA DEVI FILLING STATION,"M/S JAI MATA NAINA DEVI FILLING STATION, VILLAGE GOCHER, PO NURPUR BEDI, THE.ANANDPURSAHIB, DISTT,ROPAR",RUPNAGAR,Punjab,SBI
751,MAJOR RANDEV FILLING STATION PHAGWARA,"NAKODA ROAD PHAGWARA,Phagwara",KAPURTHALA,Punjab,SBI
752,MAJOR RANDEV FILLING STATION PHAGWARA,"NAKODA ROAD PHAGWARA,Phagwara",KAPURTHALA,Punjab,SBI
753,SIAAG FUEL STATION,"VPO-Kheo wali dahb ,Teh&Dist-Fazilka,Abohar",FAZILKA,Punjab,SBI
754,"MS SHAMSHER SINGH FILLING STATION,KARAIL","PATIALA ROAD VPO KARAIL, TEHSIL MOONAK DISTT SANGRUR,MOONAK",SANGRUR,Punjab,SBI
755,ZIMIDARA KISAN SEWA KENDAR,"ZIMIDARA KISAN SEWA KENDRA,LUDHIANA",LUDHIANA,Punjab,SBI
756,RUPAL FILLING STATION,"RUPAL FILLING STATION BADA RURKA ROAD,VILLAGE DHANDA PO SANG DHESIAN GORAYA",JALANDHAR,Punjab,SBI
757,MANRO KISSAN SEWA KENDRA,"VILL PATTON TEH BASSI PATHANA,DIST FATEHGARH SAHIB",FATEHGARH SAHIB,Punjab,SBI
758,RAI KISAN SEWA KENDRA,"VILLAGE HIMMATPURA,HIMMATPURA AMRITSAR",AMRITSAR,Punjab,SBI
759,Deep Filling Station,"Village Mubarakpur, Dhuri,PB",SANGRUR,Punjab,SBI
760,SANDHU KISSAN SEWA KENDRA,"SANDHU KISSAN SEWA KENDRA VILL CHEEMA,DHARAMKOT MOGA",MOGA,Punjab,SBI
761,SARDAR FILLING STATION,"SARDAR FILLING STATION VILLAGE UPOKI TEHSIL MALERKOTLA DISTT SANGRUR,SANGRUR",SANGRUR,Punjab,SBI
762,MALOUT PETRO,"NEAR MATTIANWALA GURUDWARA FAZILKA ROAD,MALOUT",MUKTSAR,Punjab,SBI
763,KISSAN FILLING STATION,"KISSAN FILLING STATIONALAL ROAD,SHERPURSHERPUR",SANGRUR,Punjab,SBI
764,MOHIT FILLING STATION,"VPO BASSIAN JAGRAON ROAD LUDHIANA,LUDHIANA",LUDHIANA,Punjab,SBI
765,DAAT ELAHI SANGAT SEWA KENDRA,"DAAT ELAHI SANGAT SEWA KENDRA VILL JATIWAL,BHADSON TO PATIALA ROAD PATIALA",PATIALA,Punjab,SBI
766,JOGIPUR FILLING STATION,"JOGIPUR FILLING STATION VILL JOGIPUR,CHOURA GHANOUR ROAD PATIALA",PATIALA,Punjab,SBI
767,DHILLON KISSAN SEWA KENDRA,"DHILLON KISSAN SEWA KENDRA HARNAM SINGH WALA ROAD,RAMPURA PHUL RAMPURA PHUL",BATHINDA,Punjab,SBI
769,ADVOCATE HARNEK SINGH KISAN SEWA KENDRA,"ADVOCATE HARNEK SINGH KISAN SEWA KENDRA VILL FIROZ,TEH MALERKOTLA MALERKOTLA",SANGRUR,Punjab,SBI
770,Amarvir Filling Station,"AMARVIR FILLING STATION VPO Rehana Jattan,Phagwara Hoshiarpur Road Phagwara","SHD BHAGATSINGH NGR",Punjab,SBI
771,GURNAM KSK,"GURNAM KSK VPO MEHTAB GARH PO ROSHANPUR JHUNGIAN PATIALA,PATIALA",PATIALA,Punjab,SBI
772,SANT BABA BHAG SINGH FILLING STATION,"SANT BABA BHAG SINGH FILLING STATION VPO DAROLI KA,JALANDHAR JALANDHAR",JALANDHAR,Punjab,SBI
773,GOYAL KISSAN SEWA KENDRA,"GOYAL KISAN SEVA KENDRA MAKHA CHALAN RD,VPO RALLA DISTT MANSA JOGA",MANSA,Punjab,SBI
774,BANSAL FILLING STATION,"BANSAL FILLING STATION SUNAM BUDHLADA ROAD,DHARAMGARH SUNAM",SANGRUR,Punjab,SBI
775,KALER FILLING STATION,"KALER FILLING STATION VILL RAIDHARANA,LEHRA DUGAL ROAD SANGRUR",SANGRUR,Punjab,SBI
776,MASTERJI FILLING STATION,"MASTERJI FILLING STATION VILL CHOUKE,TEH MAUR MAUR",BATHINDA,Punjab,SBI
777,SATKARTAR FILLING STATION,"SATKARTAR FILLING STATION GHUGIANA,FARIDKOT FARIDKOT",FARIDKOT,Punjab,SBI
778,MS MITTAL KISSAN SEWA KENDRA,"MS MITTAL KISSAN SEWA KENDRA RAMAN TEH TALWANDI SA,RAMAN TEHSIL TALWANDI SABORAMAN",BATHINDA,Punjab,SBI
779,DHINDSA FILLING STATION KSK,"DHINDSA FILLING STATION KSK VILL KOTLA,RAJPURA RAJPURA",PATIALA,Punjab,SBI
780,SACH KISSAN SEWA KENDRA,"SACH KISSAN SEWA KENDRA BHUNDER ROAD,NEAR MANGLA RICE MILLS VPO KOTTFATTA",BATHINDA,Punjab,SBI
781,MS PANNU PETRO,"VILL KIRI AFGANA PO BAHADURPUR RAJOA,TEH BATALA DIST GURDASPUR TEH BATALA DISTGURDASPU",GURDASPUR,Punjab,SBI
782,S S AULAKH KISSAN SEWA KENDRA,"S S AULAKH KISSAN SEWA KENDRA VPO CHATHWALA,TALWANDI SABOO TALWANDI SABOO",BATHINDA,Punjab,SBI
783,PHULKA KISSAN SEWA KENDRA,"PHULKA KISSAN SEWA KENDRA VPO DYALPURA MIRZA,TEH PHUL BATHINDA",BATHINDA,Punjab,SBI
784,JHUMBA FILLING STATION,"JHUMBA FILLING STATION VPO JHUMBA,BATHINDA BATHINDA",BATHINDA,Punjab,SBI
785,GURU KIRPA KISSAN SEWA KENDER,"GURU KIRPA KISSAN SEWA KENDER DELHON,NEAR STATE BANK OF INDIA LUDHIANA",LUDHIANA,Punjab,SBI
786,RAJ PAL KISSAN SEWA KENDAR,"RAJ PAL KISSAN SEWA KENDAR VPO MALLAN,DISTT MUKTSAR MUKATSAR",MUKTSAR,Punjab,SBI
787,MS PRINCE KISAN SEWA KENDER,"MS PRINCE KISAN SEWA KENDER MUKATSAR ROAD,VPO RAMUWALA TEH JAITU",FARIDKOT,Punjab,SBI
788,DHUNIKEY KISSAN SEWA KENDRA,"DHUNIKEY KISSAN SEWA KENDRA VILLAGE CHUGHE KHURD,CHUGHE KHURD BATHINDA",BATHINDA,Punjab,SBI
789,G S FILLING STATION,"G S FILLING STATION VPO DINGERIAN,VPO DINGERIAN JALANDHAR",JALANDHAR,Punjab,SBI
790,SHIVA KSK MOTORS,"SHIVA KSK MOTORS THIKRIWAL ROAD,BARNALA BARNALA",BARNALA,Punjab,SBI
791,GILL FUEL STATION,"VILLAGE MAND BHANDER VILLAGE MAND BHANDER,VILLAGE MAND BHANDER DASUYA",HOSHIARPUR,Punjab,SBI
792,SANT MAGHAR SINGH KISAN SEWA CENTRE,"SANT MAGHAR SINGH KISAN SEWA CENTRE VPO NATHOWAL,RAIKOT LUDHIANA",LUDHIANA,Punjab,SBI
793,PANKHUH INDIAN OIL,"PANKHUH INDIAN OIL MANSAR HAJIPUR ROAD PANKHUH,MUKERIAN MUKERIAN",HOSHIARPUR,Punjab,SBI
794,DEVINDRA PETRO,"DEVIDERA PETRO NIHAL SINGH WALA ROAD,VPO MANUKE BAGHAPURANA",MOGA,Punjab,SBI
795,BHAPPAL FILLING STATION,"BHAPPAL FILLING STATION VPO BHAPPAL,TEH RAJPURA RAJPURA",PATIALA,Punjab,SBI
796,LUV KUSH FILLING STATION,"VILLAGE JANDOLI TEHSIL GARHSHANKAR,VILLAGE JANDOLI HOSHIARPUR",HOSHIARPUR,Punjab,SBI
797,EK OMKAR KSK,"EK OMKAR KSK PARJIAN ROAD,VILLAGE NANGAL AMBIA SHAHKOT",JALANDHAR,Punjab,SBI
798,AVTAR KISAN SEWA KENDRA,"AVTAR KISSAN SEWA KENDRA DHARAMKOT ROAD,VILL KHAMBA FATEHGARH PANJTOOR MOGA",MOGA,Punjab,SBI
799,BOPA RAI KSK FILLING STATION,"BOPARAI KSK FILLING STATION VILL AHMADPUR,TEH MALERKOTLA MALERKOTLA",SANGRUR,Punjab,SBI
800,SOOD PETRO YARD KSK,"SOOD PETRO YARD KSK MALSIAN LOHIAN ROAD,VILLAGE KHURAMPUR SHAHKOT",JALANDHAR,Punjab,SBI
801,SURYA PETROLEUM,"MS SURYA PETROLEUM VILLAGE MACHAKI KALAN,FARIDKOT FARIDKOT",FARIDKOT,Punjab,SBI
802,UGGOKE KISSAN SEWA KENDRA,"UGGOKE KISSAN SEWA KENDRA VPO UGGOKE,TAPA ROAD BARNALA",BARNALA,Punjab,SBI
803,M/S GILL FUEL POINT,"VPO SARHALA KALAN TEHSIL GARHSHANKAR,VPO SARHALA KALAN HOSHIARPUR",HOSHIARPUR,Punjab,SBI
804,CHANAN SINGH FILLING STATION,"CHANAN SINGH FILLING STATION MUKANDPUR APRA ROAD,VPO HAKIMPUR NAWANSHAHAR","SHD BHAGATSINGH NGR",Punjab,SBI
805,SHERGILL KISSAN SEWA KENDRA,"SHERGILL KISSAN SEWA KENDRA VPO RAJO MAJRA,DHURI DHURI",SANGRUR,Punjab,SBI
806,HARI KIRPA KSK,"VILLAGE ISHPUR GARSHANKAR TO MEHTIANA ROAD,VILLAGE ISHPUR HOSHIARPUR",HOSHIARPUR,Punjab,SBI
808,ASHOK BABITA SANDHU PETROLEUM,"ASHOK BABITA SANDHU PETROLEUM NURMAHAL JANDIALA RO,VPO CHUHEKI TEHSIL PHILLAUR",JALANDHAR,Punjab,SBI
809,GOLDY SHAH KISAN SEVA KENDRA,"KAHNUWAN ROAD VILL LONGOWAL KALAN BATALA,GURDASPUR PUNJAB 143506 BATALA",GURDASPUR,Punjab,SBI
810,NAMDHARI KSK SAHORA KANDI,"VILLAGE SAHORA KANDI DASUYA TO HAJIPUR ROAD,VILLAGE SAHORA KANDI MUKERIAN",HOSHIARPUR,Punjab,SBI
811,MS BALAJI FUEL KSK,"ATTARI ROAD VPO CHABAL KALAN,TEH PATTI Tarn Taran",TARN TARAN,Punjab,SBI
812,SHREE GOVIND KISAN SEWA KENDRA,"241 YADAV NAGAR GOVIND NAGAR,SIRSI MOD SIRSI JAIPUR",JAIPUR,Rajasthan,SBI
813,SHREE BADRINARAYAN KISAN SEWA KENDRA,"5 KJD KHAJUWALA,KHAJUWALA KHAJUWALA",BIKANER,Rajasthan,SBI
814,GANGA JAMUNA KSK,"GANGA JUMUNA KSK LAKHANPUR,NADBAI BHARTPUR",BHARATPUR,Rajasthan,SBI
815,VEER TEJA GI KSK INDIAL OIL,"KHASLA NO 88 VILL SARANPURA,PADA SALA OSIAN",JODHPUR,Rajasthan,SBI
816,KASANA KISAN SEWA KENDRA,"Po-Chanana , Tahsil-Chidawa , Chidawa Road ,,Jhunjhunu",JHUNJHUNUN,Rajasthan,SBI
817,SHREE RAJARAM KSK,"Raja Ram Kisan Sewa Kendra, Luni,Jodhpur",JODHPUR,Rajasthan,SBI
818,V P KISAN SEWA KENDRA,"VILLAGE AND POST KHODAN TEHSIL GARHI,BANSWARA BANSWARA",BANSWARA,Rajasthan,SBI
819,GURU MANGLAM SEWA KENDRA,"IOCL PETROL PUMP BIJAWA ROAD RANI,RANI PALI",PALI,Rajasthan,SBI
820,MALANI PETROLEUM,"MALANI PETROLEUM NEAR HARSHANI PHANTA,AADARSH CHULI BARMER",BARMER,Rajasthan,SBI
821,SHREE NARAYANI PETROLEUM KSK,"Village Bhateda Post Gharta,Tehsil Banera Dist Bhilwara",BHILWARA,Rajasthan,SBI
822,kanera kishan sewa kendra,"BY PAAS ROAD VILL KANERA TEH NIMBAHERA,KANERA CHITTORGARH",CHITTAURGARH,Rajasthan,SBI
823,SHREE SANWARIYA PETROLEUM,"VILLAGE PAROLI TEHSIL KOTRI,DIST BHILWARA BHILWARA",BHILWARA,Rajasthan,SBI
824,MANGLAM KISHAN SEVA KENDRA,"VILLAGE RAMNAGAR POST NANDRAI,TEH KOTRI DIST BHILWARA",BHILWARA,Rajasthan,SBI
825,CHARBHUJA KISAN FILLING STATION,"NIPAL ROAD JIVAND KHURD,JIVAND KHURD",PALI,Rajasthan,SBI
826,BHERUNATH KISHAN SEWA KENDRA,"VILLAGE AND POST KHEMLI NEAR KHEMLI RAILWAY STATIO,UDAIPUR UDAIPUR",UDAIPUR,Rajasthan,SBI
827,THE GREAT ARAVALI KISAN SEWA KENDRA,"VILLAGE AND POST KURABAD UDAIPUR SALUMBER ROAD,UDAIPUR UDAIPUR",UDAIPUR,Rajasthan,SBI
828,KUSHALPURA KISAN SEWA KENDRA,"PLOT NO 313 PART 1 KUSHALPURA,KUSHALPURA PALI",PALI,Rajasthan,SBI
829,SHREE KHAMESHWAR KISAN SEWA KENDRA,"NEAR PANCHAYAT SAMITI SARADA,UDAIPUR UDAIPUR",UDAIPUR,Rajasthan,SBI
830,THOLIA PETROL PUMP KSK,"THOLIA PETROL PUMP KSK VILL LIKHMISAR,TEHSIL DUNGARGARH BIKANER",BIKANER,Rajasthan,SBI
831,SUGNI DEVI THOLIA PETROL PUMP KSK,"SUGNI DEVI THOLIA PETROL PUMP KSK VILL DHARMAS MDR,BADRASAR ROAD SRI DUNGARGARHBIKANER",BIKANER,Rajasthan,SBI
832,PRAHLAD KISAN SEVA KENDRA,"VILLAGE RAITHAL TH AMER,RAITHAL TH AMER VIA KALADERA JAIPUR",JAIPUR,Rajasthan,SBI
833,CHHAJER KISHAN SEVA KENDRA,"CHHAJER KISHAN SEVA KENDRA JETHANA,PISANGAN AJMER",AJMER,Rajasthan,SBI
834,NETAJI INDIAN OIL KSK,"VILL DEHLALA TEH CHAKSU,CHAKSU CHAKSU",JAIPUR,Rajasthan,SBI
835,GANGA NANDURI KSK,"HANUTPURA KARIRI ROAD VILL HANUTPURA,SHAHPURA SHAHPURA",JAIPUR,Rajasthan,SBI
836,SHARMA FILLING STATION,"SHARMA FILLING STATION DEVLI,TEHSIL SANGOD SANGOD",KOTA,Rajasthan,SBI
837,RATHORE SEWA KENDRA,"RATHORE KISAN SEWA KENDRA GOVINDGARH,AJMER AJMER",AJMER,Rajasthan,SBI
838,BALAJI KISHAN PETROL PUMP,"DANTLI PAHARI BANSUR,BANSUR ALWAR ALWAR",ALWAR,Rajasthan,SBI
839,KANIKA KISAN SEWA KENDRA,"SURESH KUMAR CHOUDHARY LAXMIPURA,BAGHSURI NASIRABAD",AJMER,Rajasthan,SBI
840,SHRI JEE KISAN SEWA KENDRA,"SHRI JEE KISAN SEWA KENDRA VILLAGE POST LAXMIPURA,BUNDI BUNDI",BUNDI,Rajasthan,SBI
841,LAXMI INDIAN OIL KSK,"LAXMI INDIAN OIL KSK VIA POST NIMODIA CHAKSHU,VIA POST NIMODIA CHAKSHU CHAKSHU",JAIPUR,Rajasthan,SBI
842,MERTIYA KISSAN SEWA KENDRA,"MERTIYA KISSAN SEVA KENDRA NEAR MAHARAJ KA STHAN,BANDANWARA ROAD MASUDA",AJMER,Rajasthan,SBI
843,ASHAPURNA FILLING STATION,"CHITALWANACHITALWANA,TEH SANCHOREJALORE",JALOR,Rajasthan,SBI
844,SHRINGI KISAN SEWA KENDRA,"SHRINGI KSK MORAK BYPASS,MORAK MORAK",KOTA,Rajasthan,SBI
845,KHARBAS BHAKHAR SEVA KENDRA,"KHASRA NO 1581 86 VILAGE ASALPUR,JOBNER MEHLA ROAD JAIPUR",JAIPUR,Rajasthan,SBI
847,HARSH KISHAN SEWA KENDRA,"KHARKHEDI VILLAGE KISHANGRAH KHARKHEDI VILLAGE KIS,KHARKHEDI VILLAGE KISHANGRAHAJMER",AJMER,Rajasthan,SBI
848,MAHAVEER DIESEL,"MAHAVEER DISEL LOONADA ROAD,BATADU BATADU",BARMER,Rajasthan,SBI
849,JAI GOPAL KISHAN SEWA KENDRA,"KHASRA NO 627 VILLAGE BAWARI KALLAN PHALODI ROAD,TEHSIL PHALODI JODHPUR",JODHPUR,Rajasthan,SBI
850,J D MOTORS,"KALI BERI BAIJNATH ROAD,PALDI KHICHIYAN JODHPUR",JODHPUR,Rajasthan,SBI
851,VISHNU FILLING STATION KSK,"LITRIA ROAD NIMBOL,JAITARAN PALI",PALI,Rajasthan,SBI
852,SHRI SHRI BALAJI KISSAN SEWA KENDRA,"BEGUS ROAD BORAJ,TEH MOZAMABAD BAGRU BORAJ BAGRU",JAIPUR,Rajasthan,SBI
853,LAXMI KRISHI SEVA KENDRA,"RAISER JAMWA RAM GARH,JAMWA RAM GARH RAISER",JAIPUR,Rajasthan,SBI
854,BHAI JI KISAN SEWA KENDRA,"VILLAGE KHIROD NAWAL GARH,NAWAL GARH NAWAL GARH",JHUNJHUNUN,Rajasthan,SBI
855,SHRI RAM FILLING CENTRE,"SAYAPURA JAMWA RAM GARH ROAD,SAYAPURA SAYAPURA",JAIPUR,Rajasthan,SBI
856,BANSKHO FILLING STATION,"NAI NATH ROAD BANSKHO,BANSKHO BASSI BANSKHO BASSI",JAIPUR,Rajasthan,SBI
857,MS PAWANSUT PETROLIUM KSK,"AGARSAR ROAD MOMASAR SRI DUNGARGARH,BIKANER BIKANER",BIKANER,Rajasthan,SBI
858,SHIV KISAN SEWA KENDRA,"SHIV KISHAN SEWA KENDRA VILL KUPADWAS,BILLARA PIPARCITY JODHPUR",JODHPUR,Rajasthan,SBI
859,VIJAY SARITA KISAN SEVA KENDRA,"NAGOLA K NO 954 TEH BHINAI,KEKRI AJMER AJMER",AJMER,Rajasthan,SBI
860,JAI SHREE BALAJI KSK,"VILLAGE TATOTI BHANDANWARD ROAD,TEH SARWAD AJMER",AJMER,Rajasthan,SBI
861,RAM KISHAN SEWA KENDRA,"VP BARA TEH OSIAN VP BARA TEH OSIAN,VP BARA TEH OSIAN JODHPUR",JODHPUR,Rajasthan,SBI
862,NEERAJ PETROLEUM HOUSE KSK,"VILLAGE AND POST KARANPUR AIR PORT ROAD TEHSIL VAL,UDAIPUR UDAIPUR",UDAIPUR,Rajasthan,SBI
863,SHRI MAHADEV KSK,"KHASRA NO 1000 BY 1 VILLAGE KISHAN PURA TEHSIL,CHOMU JAIPUR",JAIPUR,Rajasthan,SBI
864,SHREE GANESH AUTO SUPPLIERS,"SHREE GANESH AUTO SUPPLIERS DANTOR ROAD GODU MANDI,KOLAYAT BIKANER",BIKANER,Rajasthan,SBI
865,SHRI SHYAM KISAN SEVA KENDRA,"VILLAGE LALWAS TEH JAMWA RAMGARH VILLAGE LALWAS TE,VILLAGE LALWAS TEH JAMWARAMGARH JAIPUR",JAIPUR,Rajasthan,SBI
866,J M INDIAN OIL KSK,"KHERA BALAJI ROAD VILLAGE MADHORAJPURA,NEAR GANESH TEMPLE TEH PHAGI PHAGI",JAIPUR,Rajasthan,SBI
867,NEW RAJ KISAN SEVA KENDRA,"NEW RAJ KSK TILWASANI ROAD GHANAMAGARA,TILWASANI ROAD JODHPUR",JODHPUR,Rajasthan,SBI
868,MAHADEV KRIPA KSK-,"KHASRA NO 415 1 VILL BEERAWAS BEERAWAS,BEERAWAS JODHPUR",JODHPUR,Rajasthan,SBI
869,SHRI SAHEED BHANWAR SINGH KSK,"VSP AKASAR ROAD BIKANER,BIKANER BIKANER",BIKANER,Rajasthan,SBI
870,HAZI MOHAMMED KSK,"JAL WALI BIKANER,BIKANER BIKANER",BIKANER,Rajasthan,SBI
871,NAKODA FILLING STATION KSK,"VILLAGE AND POST VALLABHNAGAR MAIN ROAD NEAR UDAIK,UDAIPUR UDAIPUR",UDAIPUR,Rajasthan,SBI
872,GANESH AUTO SUPPLIERS,"SHREE GANESH AUTO SUPPLIERS DANTOR ROAD GODU MANDI,KOLAYAT BIKANER",BIKANER,Rajasthan,SBI
873,SEFRAJ JEE KISHAN,"KAKKU NOKHA,BALAJI CHORAHE KE PAAS BIKANER",BIKANER,Rajasthan,SBI
874,SANWARMAL BAJRANGLAL KISAN SEWA KENDRA,"ITAWA BADHAL ROAD,BADHAL ROAD TEH PHULERA JAIPUR",JAIPUR,Rajasthan,SBI
875,VTS THIRUMURUGAN FUELS,"66 3MALLAMOOPAN PATTI,MUTHUNAICKENPATTI ROADSALEM",SALEM,Tamil Nadu,SBI
876,SRI MOORTHY AGENCIES,"INDIAN OIL CORPORATION LIMITED 238 1B1 KATTAMPATTY,ANNUR COIMBATORE",COIMBATORE,Tamil Nadu,SBI
877,KCK CO,"NO 86 1 A ANNUR VILLAGE,OTHIMALAI ROAD COIMBATORE",COIMBATORE,Tamil Nadu,SBI
878,CHANDRA CHOODESWARA FUELS,"CHANDRA CHOODESWARA FUELS IOCL 51 2 LINGAPURAM VIL,BERIGAI MAIN ROAD BAGALURHOSUR",KRISHNAGIRI,Tamil Nadu,SBI
879,CHANDRA CHOODESWARA FUELS,"CHANDRA CHOODESWARA FUELS IOCL 51 2 LINGAPURAM VIL,BERIGAI MAIN ROAD BAGALURHOSUR",KRISHNAGIRI,Tamil Nadu,SBI
880,SREE KALAIVANI AGENCIES,"9 3 76 KURUMBAPALAYAM,VEDAPATTI COIMBATORE",COIMBATORE,Tamil Nadu,SBI
881,Gopalakrishna Agency,"Gopalakrishna Agency No3 72 East Street Muthugapat,Namakkal Namakkal",NAMAKKAL,Tamil Nadu,SBI
882,SRI MARUTHA KALIAMMAN AGENCIES,"NO 371 1 ORATTUKUPPAI,CHETTIPALAYAM COIMBATORE",COIMBATORE,Tamil Nadu,SBI
883,keerthi Petroleum,"No 136 2B Karkudal Patty Rasipuram Taluka Namakkal,Namakkal Namakkal",NAMAKKAL,Tamil Nadu,SBI
884,SHREE RAJAMURUGAN FUELS,"SHREE RAJAMURUGAN FUELS Pochampalli TK,KRISHNAGIRI KRISHNAGIRI",KRISHNAGIRI,Tamil Nadu,SBI
885,SHREE RAJAMURUGAN FUELS,"SHREE RAJAMURUGAN FUELS Pochampalli TK,KRISHNAGIRI KRISHNAGIRI",KRISHNAGIRI,Tamil Nadu,SBI
887,RASHEEDA AGENCY,"RASHEEDA AGENCY 1 121 A AMMANIA NAGAR,SRIMOOLAKARAI VILLAGE SRIVAIKUNTAMTUTICORIN",TUTICORIN,Tamil Nadu,SBI
888,SHRI MUTHU MUNIESWARA TRADERS,"IOC KSK DEALER S F NO 729 5B ARASIRAMANI VILLAGE,CHINNAMPALAYAM THEVUR IDAPPADISALEM",SALEM,Tamil Nadu,SBI
889,NAGAPRAKASH FUEL SERVICE,"1 126 II PERUNALI ROAD,SURANKUDI THOOTHUKKUDI",TUTICORIN,Tamil Nadu,SBI
890,UPR OIL TRADING COMPANY,"POLLACHI MAIN ROAD POLLACHI MAIN ROAD,ANAIMALAI POLLACHI",COIMBATORE,Tamil Nadu,SBI
891,SIVASAKTHI FUEL AGENCY,"SIVASAKTHI FUEL AGENCY 12 61A THOTTATHARVILAI,THIRUCHENDUR ROAD PARAMANKURICHI",TUTICORIN,Tamil Nadu,SBI
892,SHREE KAMATCHI AGENCY,"SHREE KAMATCHI AGENCY NO 1 SUNGUVARCHATRAM TO TIRU,TIRUVALLUR DUST TIRUVALLUR",TIRUVALLUR,Tamil Nadu,SBI
893,SREE JEYA AGENCIES,"NAMASKARITHANPATTI S N PURAM POST,THIRUTHANGAL VIA VIRUDUNAGAR",VIRUDUNAGAR,Tamil Nadu,SBI
